img_name,img_size,start,stop,total,result
pineapple.jpg,230550,1670467764.0990732,1670467764.23308,0.13400673866271973,pineapple-0.9999125003814697-172.17.2.14
carrot.png,229706,1670467764.5055554,1670467764.620174,0.11461853981018066,goldfish-0.1037970557808876-172.17.2.17
umbrella.jpg,156283,1670467764.8234777,1670467765.0578434,0.23436570167541504,wing-0.7775434255599976-172.17.2.23
siamese.jpg,112039,1670467765.2599688,1670467765.3780766,0.11810779571533203,Siamese cat-0.9969080090522766-172.17.2.14
watermelon.png,4920318,1670467766.9969232,1670467767.6069307,0.6100075244903564,cucumber-0.43637365102767944-172.17.2.17
pomeranian.jpg,25121,1670467767.6202176,1670467767.7553678,0.13515019416809082,Pomeranian-0.8609964847564697-172.17.2.23
goldfish.jpg,1378848,1670467771.5026097,1670467771.843929,0.34131932258605957,goldfish-0.9999990463256836-172.17.2.14
iphone.jpg,40912,1670467771.858498,1670467771.9534442,0.09494614601135254,mouse-0.4474639296531677-172.17.2.17
husky.jpg,34623,1670467771.9661455,1670467772.1118095,0.14566397666931152,Eskimo dog-0.6319892406463623-172.17.2.23
laptop.jpg,308269,1670467772.4293618,1670467772.6140466,0.18468475341796875,notebook-0.5700600743293762-172.17.2.14
tree.jpg,145949,1670467773.2607985,1670467773.462333,0.20153450965881348,lakeside-0.18957851827144623-172.17.2.17
baseball.png,110568,1670467773.5697787,1670467773.717846,0.14806723594665527,baseball-0.9999912977218628-172.17.2.23
corgi.jpg,236585,1670467773.9923003,1670467774.1407201,0.14841985702514648,Pembroke-0.9965068697929382-172.17.2.14
telephone.jpg,18055,1670467774.1526184,1670467774.2445514,0.09193301200866699,dial telephone-0.9986091256141663-172.17.2.17
tabby.jpg,2833605,1670467779.3049216,1670467779.6252692,0.32034754753112793,Egyptian cat-0.6295466423034668-172.17.2.23
carrot.png,229706,1670467780.5150867,1670467780.683664,0.1685774326324463,slug-0.2178613394498825-172.17.2.14
pineapple.jpg,230550,1670467780.8848174,1670467781.0119572,0.12713980674743652,pineapple-0.9997808337211609-172.17.2.17
umbrella.jpg,156283,1670467781.2025595,1670467781.3759377,0.17337822914123535,wing-0.5844608545303345-172.17.2.23
siamese.jpg,112039,1670467781.479033,1670467781.659439,0.1804060935974121,Siamese cat-0.9998517036437988-172.17.2.14
watermelon.png,4920318,1670467782.6922014,1670467783.361392,0.6691906452178955,cucumber-0.49596574902534485-172.17.2.17
pomeranian.jpg,25121,1670467783.378429,1670467783.5219855,0.1435565948486328,Pomeranian-0.9777752757072449-172.17.2.23
goldfish.jpg,1378848,1670467784.0625565,1670467784.5372384,0.4746818542480469,goldfish-0.9999992847442627-172.17.2.14
iphone.jpg,40912,1670467784.5518942,1670467784.7022333,0.15033912658691406,mouse-0.5726735591888428-172.17.2.17
husky.jpg,34623,1670467784.7152157,1670467784.8611166,0.14590096473693848,Eskimo dog-0.5380200743675232-172.17.2.23
laptop.jpg,308269,1670467785.144553,1670467785.3502734,0.2057204246520996,notebook-0.6277254819869995-172.17.2.14
tree.jpg,145949,1670467785.544166,1670467785.7507353,0.20656919479370117,lakeside-0.1804000735282898-172.17.2.17
baseball.png,110568,1670467786.0395648,1670467786.1915832,0.15201830863952637,baseball-0.9999061822891235-172.17.2.23
corgi.jpg,236585,1670467786.4720044,1670467786.64145,0.16944551467895508,Pembroke-0.9985790252685547-172.17.2.14
telephone.jpg,18055,1670467786.6538846,1670467786.794381,0.14049625396728516,dial telephone-0.9988196492195129-172.17.2.17
tabby.jpg,2833605,1670467791.9160078,1670467792.2611837,0.34517598152160645,Egyptian cat-0.580132246017456-172.17.2.23
carrot.png,229706,1670467792.4625566,1670467792.613423,0.15086650848388672,slug-0.12090101838111877-172.17.2.14
pineapple.jpg,230550,1670467793.0790212,1670467793.2769864,0.19796514511108398,pineapple-0.9994183778762817-172.17.2.17
umbrella.jpg,156283,1670467793.4788349,1670467793.7809865,0.3021516799926758,wing-0.7644649147987366-172.17.2.23
siamese.jpg,112039,1670467793.8872015,1670467794.0802965,0.19309496879577637,Siamese cat-0.9989724159240723-172.17.2.14
