img_name,img_size,start,stop,total,result
carrot.png,229706,1670445273.2019851,1670445273.9148958,0.7129106521606445,hotdog-0.1906559318304062
pineapple.jpg,230550,1670445273.2026439,1670445274.152879,0.95023512840271,pineapple-0.999763548374176
umbrella.jpg,156283,1670445273.2037928,1670445274.177799,0.974006175994873,wing-0.466440886259079
siamese.jpg,112039,1670445274.2129369,1670445274.8686259,0.655689001083374,Siamese cat-0.9993822574615479
watermelon.png,4920318,1670445275.223918,1670445283.0492642,7.825346231460571,strawberry-0.5271540880203247
pomeranian.jpg,25121,1670445283.2799191,1670445283.686301,0.40638184547424316,Pomeranian-0.9953806400299072
goldfish.jpg,1378848,1670445283.78526,1670445285.067939,1.2826790809631348,goldfish-0.9999982118606567
iphone.jpg,40912,1670445285.2995908,1670445285.952319,0.6527280807495117,mouse-0.3429103493690491
husky.jpg,34623,1670445286.3165371,1670445286.873473,0.5569357872009277,Eskimo dog-0.5072357058525085
laptop.jpg,308269,1670445287.326646,1670445288.206478,0.8798320293426514,notebook-0.5157544016838074
tree.jpg,145949,1670445288.3485959,1670445289.009075,0.6604790687561035,lakeside-0.18828421831130981
baseball.png,110568,1670445289.3613088,1670445289.945888,0.5845792293548584,baseball-0.9999693632125854
corgi.jpg,236585,1670445290.366653,1670445291.124544,0.7578909397125244,Pembroke-0.9981250166893005
telephone.jpg,18055,1670445291.37045,1670445291.8896692,0.519219160079956,dial telephone-0.9993370175361633
tabby.jpg,2833605,1670445292.380696,1670445293.841901,1.461205005645752,tiger cat-0.3321050703525543
carrot.png,229706,1670445293.895025,1670445294.648741,0.753715991973877,hotdog-0.10800550878047943
pineapple.jpg,230550,1670445294.9147148,1670445295.6069992,0.692284345626831,pineapple-0.9998881816864014
umbrella.jpg,156283,1670445295.93093,1670445297.399817,1.4688870906829834,wing-0.7079362273216248
siamese.jpg,112039,1670445297.4427898,1670445298.06415,0.6213603019714355,Siamese cat-0.9972870349884033
watermelon.png,4920318,1670445298.455203,1670445300.4607239,2.005520820617676,strawberry-0.4690975546836853
pomeranian.jpg,25121,1670445300.468141,1670445301.065401,0.5972599983215332,Pomeranian-0.517326295375824
goldfish.jpg,1378848,1670445301.477358,1670445302.863845,1.3864870071411133,goldfish-0.9999997615814209
iphone.jpg,40912,1670445302.987468,1670445303.5370939,0.5496258735656738,mouse-0.3755303621292114
husky.jpg,34623,1670445304.0022342,1670445304.482393,0.48015880584716797,Eskimo dog-0.5529444217681885
laptop.jpg,308269,1670445304.506957,1670445305.382169,0.8752119541168213,notebook-0.48535898327827454
tree.jpg,145949,1670445305.524112,1670445306.7873101,1.2631981372833252,lakeside-0.20201076567173004
baseball.png,110568,1670445307.032737,1670445308.172564,1.139827013015747,baseball-0.999961256980896
corgi.jpg,236585,1670445308.543446,1670445309.294872,0.7514259815216064,Pembroke-0.9986554384231567
telephone.jpg,18055,1670445309.549344,1670445309.983208,0.43386387825012207,dial telephone-0.9995291233062744
tabby.jpg,2833605,1670445310.058549,1670445316.065514,6.006965160369873,Egyptian cat-0.4522595703601837
carrot.png,229706,1670445316.1030369,1670445316.809536,0.7064990997314453,hotdog-0.0898691713809967
pineapple.jpg,230550,1670445317.10927,1670445318.0089788,0.8997087478637695,pineapple-0.999237060546875
umbrella.jpg,156283,1670445318.120099,1670445319.031511,0.9114120006561279,wing-0.841715395450592
siamese.jpg,112039,1670445319.1290119,1670445319.8196008,0.6905889511108398,Siamese cat-0.9971519708633423
watermelon.png,4920318,1670445320.1374772,1670445322.5712729,2.433795690536499,cucumber-0.28330138325691223
pomeranian.jpg,25121,1670445322.6498492,1670445323.176397,0.526547908782959,Pomeranian-0.9788369536399841
goldfish.jpg,1378848,1670445323.655637,1670445324.8813398,1.2257027626037598,goldfish-0.9999992847442627
iphone.jpg,40912,1670445325.164816,1670445325.690664,0.5258481502532959,mouse-0.6658291220664978
husky.jpg,34623,1670445326.172229,1670445326.802643,0.6304140090942383,Siberian husky-0.6061407327651978
laptop.jpg,308269,1670445327.181825,1670445327.958911,0.7770860195159912,notebook-0.6718786954879761
tree.jpg,145949,1670445328.209431,1670445329.4998138,1.2903828620910645,lakeside-0.14841125905513763
baseball.png,110568,1670445329.7166982,1670445330.907134,1.1904358863830566,baseball-0.9999442100524902
corgi.jpg,236585,1670445331.226548,1670445332.027888,0.8013401031494141,Pembroke-0.9984153509140015
telephone.jpg,18055,1670445332.236392,1670445332.682816,0.4464240074157715,dial telephone-0.9995330572128296
tabby.jpg,2833605,1670445332.7541802,1670445334.14548,1.3912997245788574,Egyptian cat-0.39979320764541626
carrot.png,229706,1670445334.2721071,1670445334.9895082,0.7174010276794434,slug-0.09790531545877457
pineapple.jpg,230550,1670445335.288007,1670445337.092862,1.8048548698425293,pineapple-0.9989851117134094
umbrella.jpg,156283,1670445337.29987,1670445338.0731452,0.7732751369476318,wing-0.8050830364227295
siamese.jpg,112039,1670445338.301783,1670445338.987804,0.6860208511352539,Siamese cat-0.9995717406272888
watermelon.png,4920318,1670445339.309788,1670445341.220777,1.9109890460968018,cucumber-0.3352268934249878
pomeranian.jpg,25121,1670445341.329188,1670445341.7859561,0.4567680358886719,Pomeranian-0.8788768649101257
goldfish.jpg,1378848,1670445341.843488,1670445346.1644092,4.320921182632446,goldfish-0.9999998807907104
iphone.jpg,40912,1670445346.38474,1670445346.900791,0.5160508155822754,mouse-0.5308430790901184
husky.jpg,34623,1670445347.3955672,1670445347.851003,0.45543575286865234,Siberian husky-0.5258194208145142
laptop.jpg,308269,1670445347.914764,1670445348.826442,0.9116780757904053,notebook-0.49612167477607727
tree.jpg,145949,1670445348.9331682,1670445350.3620632,1.4288949966430664,lakeside-0.1553373485803604
